"term","npar","AIC","BIC","logLik","deviance","statistic","df","p.value","iv","dv","data_subset","file_prefix","p_fdr"
"baseline_fit",18,480.757354901304,548.755096719311,-222.378677450652,444.757354901304,NA,NA,NA,"baseline","rt","filteredContentEffects","Llama-2-70b-hf",NA
"critical_fit",19,480.564424836451,552.339818977682,-221.282212418226,442.564424836451,2.19293006485236,1,0.138645348575005,"auc_entropy","rt","filteredContentEffects","Llama-2-70b-hf",0.237677740414294
"critical_fit",19,475.522976823035,547.298370964266,-218.761488411518,437.522976823035,7.23437807826838,1,0.00715205812652375,"layer_biggest_change_entropy","rt","filteredContentEffects","Llama-2-70b-hf",0.028608232506095
"critical_fit",19,479.454764577581,551.230158718811,-220.72738228879,441.454764577581,3.30259032372277,1,0.0691707254015983,"auc_rank_correct","rt","filteredContentEffects","Llama-2-70b-hf",0.138341450803197
"critical_fit",19,481.888906941597,553.664301082827,-221.944453470798,443.888906941597,0.868447959706771,1,0.351385337594637,"layer_biggest_change_rank_correct","rt","filteredContentEffects","Llama-2-70b-hf",0.527078006391956
"critical_fit",19,482.647980598933,554.423374740164,-222.323990299467,444.647980598933,0.109374302370384,1,0.740857611051498,"auc_logprob_correct","rt","filteredContentEffects","Llama-2-70b-hf",0.808208302965271
"critical_fit",19,471.139210539546,542.914604680777,-216.569605269773,433.139210539546,11.6181443617572,1,0.000653115292627772,"layer_biggest_change_logprob_correct","rt","filteredContentEffects","Llama-2-70b-hf",0.00783738351153326
"critical_fit",19,476.828784967606,548.604179108836,-219.414392483803,438.828784967606,5.92856993369793,1,0.0148973265750611,"auc_logprobdiff_pos","rt","filteredContentEffects","Llama-2-70b-hf",0.0446919797251833
"critical_fit",19,473.933084211492,545.708478352722,-217.966542105746,435.933084211492,8.82427068981173,1,0.00297250169047935,"auc_logprobdiff_neg","rt","filteredContentEffects","Llama-2-70b-hf",0.0178350101428761
"critical_fit",19,482.757280091369,554.5326742326,-222.378640045685,444.757280091369,7.4809934062614e-05,1,0.993098964165087,"layer_biggest_change_logprobdiff","rt","filteredContentEffects","Llama-2-70b-hf",0.993098964165087
"critical_fit",19,477.929112886189,549.704507027419,-219.964556443094,439.929112886189,4.8282420151146,1,0.027997164506412,"auc_boost_pos","rt","filteredContentEffects","Llama-2-70b-hf",0.0671931948153889
"critical_fit",19,482.580732523661,554.356126664892,-222.290366261831,444.580732523661,0.176622377642218,1,0.674292129517838,"auc_boost_neg","rt","filteredContentEffects","Llama-2-70b-hf",0.808208302965271
"critical_fit",19,482.607532282876,554.382926424107,-222.303766141438,444.607532282876,0.149822618427379,1,0.698704928124492,"layer_argmax_boost","rt","filteredContentEffects","Llama-2-70b-hf",0.808208302965271
