"term","npar","AIC","BIC","logLik","deviance","statistic","df","p.value","iv","dv","data_subset","file_prefix","p_fdr"
"baseline_fit",34,50573.2955038261,50762.249582481,-25252.647751913,50505.2955038261,NA,NA,NA,"baseline","AUC","filteredCorrect","Llama-2-70b-hf",NA
"critical_fit",35,50573.1228595659,50767.6344111224,-25251.561429783,50503.1228595659,2.17264426018664,1,0.14048449005394,"auc_entropy","AUC","filteredCorrect","Llama-2-70b-hf",0.979749877028786
"critical_fit",35,50574.1359823676,50768.6475339241,-25252.0679911838,50504.1359823676,1.15952145853225,1,0.281564807823092,"layer_biggest_change_entropy","AUC","filteredCorrect","Llama-2-70b-hf",0.979749877028786
"critical_fit",35,50575.285099563,50769.7966511195,-25252.6425497815,50505.285099563,0.0104042631355696,1,0.918755651255728,"auc_rank_correct","AUC","filteredCorrect","Llama-2-70b-hf",0.979749877028786
"critical_fit",35,50574.9288974828,50769.4404490394,-25252.4644487414,50504.9288974828,0.366606343246531,1,0.544859938025722,"layer_biggest_change_rank_correct","AUC","filteredCorrect","Llama-2-70b-hf",0.979749877028786
"critical_fit",35,50575.2810167438,50769.7925683003,-25252.6405083719,50505.2810167438,0.0144870822623488,1,0.90419615776946,"auc_logprob_correct","AUC","filteredCorrect","Llama-2-70b-hf",0.979749877028786
"critical_fit",35,50575.0787527146,50769.5903042711,-25252.5393763573,50505.0787527146,0.216751111496706,1,0.641526637306022,"layer_biggest_change_logprob_correct","AUC","filteredCorrect","Llama-2-70b-hf",0.979749877028786
"critical_fit",35,50575.2178880882,50769.7294396447,-25252.6089440441,50505.2178880882,0.0776157379150391,1,0.780554873530665,"auc_logprobdiff_pos","AUC","filteredCorrect","Llama-2-70b-hf",0.979749877028786
"critical_fit",35,50574.168525559,50768.6800771155,-25252.0842627795,50504.168525559,1.12697826707881,1,0.28842079892681,"auc_logprobdiff_neg","AUC","filteredCorrect","Llama-2-70b-hf",0.979749877028786
"critical_fit",35,50575.2948595553,50769.8064111118,-25252.6474297776,50505.2948595553,0.000644270839984529,1,0.979749876914465,"layer_biggest_change_logprobdiff","AUC","filteredCorrect","Llama-2-70b-hf",0.979749877028786
"critical_fit",35,50575.2910286142,50769.8025801707,-25252.6455143071,50505.2910286142,0.00447521189198596,1,0.946663681809091,"auc_boost_pos","AUC","filteredCorrect","Llama-2-70b-hf",0.979749877028786
"critical_fit",35,50575.2426406605,50769.7541922171,-25252.6213203303,50505.2426406605,0.0528631655470235,1,0.81815400389787,"auc_boost_neg","AUC","filteredCorrect","Llama-2-70b-hf",0.979749877028786
"critical_fit",35,50575.2948595553,50769.8064111118,-25252.6474297776,50505.2948595553,0.000644270832708571,1,0.979749877028786,"layer_argmax_boost","AUC","filteredCorrect","Llama-2-70b-hf",0.979749877028786
