"term","npar","AIC","BIC","logLik","deviance","statistic","df","p.value","iv","dv","data_subset","file_prefix","p_fdr"
"baseline_fit",34,1654.33904814049,1843.29312679539,-793.169524070246,1586.33904814049,NA,NA,NA,"baseline","acc_max_time","filteredCorrect","Llama-2-70b-hf",NA
"critical_fit",35,1656.12857512728,1850.6401266838,-793.064287563642,1586.12857512728,0.210473013206411,1,0.646396913512335,"auc_entropy","acc_max_time","filteredCorrect","Llama-2-70b-hf",0.646396913512335
"critical_fit",35,1655.12299179072,1849.63454334724,-792.561495895362,1585.12299179072,1.21605634976686,1,0.270135985713028,"layer_biggest_change_entropy","acc_max_time","filteredCorrect","Llama-2-70b-hf",0.294693802596031
"critical_fit",35,1642.72127426219,1837.23282581871,-786.360637131095,1572.72127426219,13.6177738783017,1,0.000224054197451081,"auc_rank_correct","acc_max_time","filteredCorrect","Llama-2-70b-hf",0.000896216789804325
"critical_fit",35,1641.55795150271,1836.06950305923,-785.778975751356,1571.55795150271,14.7810966377785,1,0.000120739794592565,"layer_biggest_change_rank_correct","acc_max_time","filteredCorrect","Llama-2-70b-hf",0.000814673050496054
"critical_fit",35,1645.06172837881,1839.57327993533,-787.530864189405,1575.06172837881,11.2773197616807,1,0.00078459750928518,"auc_logprob_correct","acc_max_time","filteredCorrect","Llama-2-70b-hf",0.00235379252785554
"critical_fit",35,1641.77922396814,1836.29077552465,-785.889611984069,1571.77922396814,14.5598241723533,1,0.000135778841749342,"layer_biggest_change_logprob_correct","acc_max_time","filteredCorrect","Llama-2-70b-hf",0.000814673050496054
"critical_fit",35,1652.20362675536,1846.71517831188,-791.101813377681,1582.20362675536,4.13542138512958,1,0.0419946108611935,"auc_logprobdiff_pos","acc_max_time","filteredCorrect","Llama-2-70b-hf",0.0669453369860645
"critical_fit",35,1652.30649022979,1846.81804178631,-791.153245114897,1582.30649022979,4.03255791069751,1,0.0446302246573763,"auc_logprobdiff_neg","acc_max_time","filteredCorrect","Llama-2-70b-hf",0.0669453369860645
"critical_fit",35,1647.16302784278,1841.6745793993,-788.58151392139,1577.16302784278,9.1760202977116,1,0.00245206630672291,"layer_biggest_change_logprobdiff","acc_max_time","filteredCorrect","Llama-2-70b-hf",0.00490413261345556
"critical_fit",35,1654.46347711631,1848.97502867283,-792.231738558157,1584.46347711631,1.87557102417759,1,0.170838384724544,"auc_boost_pos","acc_max_time","filteredCorrect","Llama-2-70b-hf",0.227784512966059
"critical_fit",35,1655.06347229319,1849.57502384971,-792.531736146596,1585.06347229319,1.2755758472988,1,0.258723255109419,"auc_boost_neg","acc_max_time","filteredCorrect","Llama-2-70b-hf",0.294693802596031
"critical_fit",35,1647.16302784278,1841.6745793993,-788.581513921392,1577.16302784278,9.17602029770796,1,0.00245206630672778,"layer_argmax_boost","acc_max_time","filteredCorrect","Llama-2-70b-hf",0.00490413261345556
