"term","npar","AIC","BIC","logLik","deviance","statistic","df","p.value","iv","dv","data_subset","file_prefix","p_fdr"
"baseline_fit",18,480.941781487721,548.939523305728,-222.47089074386,444.941781487721,NA,NA,NA,"baseline","rt","filteredContentEffects","Llama-2-7b-hf",NA
"critical_fit",19,479.062096678452,550.837490819683,-220.531048339226,441.062096678452,3.87968480926861,1,0.0488737318023345,"auc_entropy","rt","filteredContentEffects","Llama-2-7b-hf",0.122184329505836
"critical_fit",19,479.592818112059,551.368212253289,-220.796409056029,441.592818112059,3.34896337566181,1,0.0672473496240272,"auc_rank_correct","rt","filteredContentEffects","Llama-2-7b-hf",0.134494699248054
"critical_fit",19,480.645270949442,552.420665090672,-221.322635474721,442.645270949442,2.29651053827899,1,0.129665010044299,"layer_biggest_change_rank_correct","rt","filteredContentEffects","Llama-2-7b-hf",0.216108350073832
"critical_fit",19,472.86654327446,544.64193741569,-217.43327163723,434.86654327446,10.0752382132608,1,0.00150275192809286,"auc_logprob_correct","rt","filteredContentEffects","Llama-2-7b-hf",0.0150275192809286
"critical_fit",19,482.48061312984,554.256007271071,-222.24030656492,444.48061312984,0.461168357880467,1,0.49707844525044,"layer_biggest_change_logprob_correct","rt","filteredContentEffects","Llama-2-7b-hf",0.53114466712845
"critical_fit",19,475.240569664811,547.015963806041,-218.620284832405,437.240569664811,7.7012118229099,1,0.00551837640970782,"auc_logprobdiff_pos","rt","filteredContentEffects","Llama-2-7b-hf",0.0275918820485391
"critical_fit",19,476.952687079229,548.728081220459,-219.476343539614,438.952687079229,5.98909440849212,1,0.014394590457018,"auc_logprobdiff_neg","rt","filteredContentEffects","Llama-2-7b-hf",0.0479819681900601
"critical_fit",19,481.987121984068,553.762516125298,-221.993560992034,443.987121984068,0.954659503652636,1,0.328536089857403,"layer_biggest_change_logprobdiff","rt","filteredContentEffects","Llama-2-7b-hf",0.44406795417618
"critical_fit",19,482.087181823672,553.862575964902,-222.043590911836,444.087181823672,0.854599664048806,1,0.355254363340944,"auc_boost_pos","rt","filteredContentEffects","Llama-2-7b-hf",0.44406795417618
"critical_fit",19,482.549580375534,554.324974516764,-222.274790187767,444.549580375534,0.392201112186854,1,0.53114466712845,"auc_boost_neg","rt","filteredContentEffects","Llama-2-7b-hf",0.53114466712845
"critical_fit",18,480.941781487721,548.939523305728,-222.47089074386,444.941781487721,0,0,NA,"layer_argmax_boost","rt","filteredContentEffects","Llama-2-7b-hf",NA
