"term","npar","AIC","BIC","logLik","deviance","statistic","df","p.value","iv","dv","data_subset","file_prefix","p_fdr"
"baseline_fit",18,-24.5975463181353,64.2566229268776,30.2987731590676,-60.5975463181353,NA,NA,NA,"baseline","n_keystrokes_len_norm","filteredCorrect","Llama-2-13b-hf",NA
"critical_fit",19,-27.0414949874785,66.7490169933684,32.5207474937393,-65.0414949874785,4.44394866934323,1,0.0350251494315483,"auc_entropy","n_keystrokes_len_norm","filteredCorrect","Llama-2-13b-hf",0.0700502988630966
"critical_fit",19,-23.2274899184964,70.5630220623506,30.6137449592482,-61.2274899184964,0.629943600361088,1,0.427376002406995,"layer_biggest_change_entropy","n_keystrokes_len_norm","filteredCorrect","Llama-2-13b-hf",0.512851202888394
"critical_fit",19,-30.5255987304645,63.2649132503824,34.2627993652323,-68.5255987304645,7.92805241232925,1,0.00486741607736384,"auc_rank_correct","n_keystrokes_len_norm","filteredCorrect","Llama-2-13b-hf",0.0253902738253663
"critical_fit",19,-28.212442887595,65.5780690932519,33.1062214437975,-66.212442887595,5.6148965694597,1,0.0178084321464681,"layer_biggest_change_rank_correct","n_keystrokes_len_norm","filteredCorrect","Llama-2-13b-hf",0.0427402371515234
"critical_fit",19,-32.7703004362584,61.0202115445885,35.3851502181292,-70.7703004362584,10.1727541181231,1,0.00142531208293392,"auc_logprob_correct","n_keystrokes_len_norm","filteredCorrect","Llama-2-13b-hf",0.0171037449952071
"critical_fit",19,-28.3822019689069,65.4083100119401,33.1911009844534,-66.3822019689069,5.78465565077158,1,0.0161666645748452,"layer_biggest_change_logprob_correct","n_keystrokes_len_norm","filteredCorrect","Llama-2-13b-hf",0.0427402371515234
"critical_fit",19,-25.3414291181951,68.4490828626518,31.6707145590976,-63.3414291181951,2.74388280005982,1,0.0976272900380953,"auc_logprobdiff_pos","n_keystrokes_len_norm","filteredCorrect","Llama-2-13b-hf",0.167361068636735
"critical_fit",19,-22.9818755605461,70.8086364203008,30.490937780273,-60.9818755605461,0.3843292424108,1,0.535295357498435,"auc_logprobdiff_neg","n_keystrokes_len_norm","filteredCorrect","Llama-2-13b-hf",0.56474968569764
"critical_fit",19,-30.0464334165572,63.7440785642898,34.0232167082786,-68.0464334165572,7.44888709842189,1,0.00634756845634158,"layer_biggest_change_logprobdiff","n_keystrokes_len_norm","filteredCorrect","Llama-2-13b-hf",0.0253902738253663
"critical_fit",19,-23.6401352556656,70.1503767251813,30.8200676278328,-61.6401352556656,1.04258893753033,1,0.307220117072776,"auc_boost_pos","n_keystrokes_len_norm","filteredCorrect","Llama-2-13b-hf",0.409626822763701
"critical_fit",19,-22.9290931299154,70.8614188509315,30.4645465649577,-60.9290931299154,0.3315468117801,1,0.56474968569764,"auc_boost_neg","n_keystrokes_len_norm","filteredCorrect","Llama-2-13b-hf",0.56474968569764
"critical_fit",19,-24.7737703774816,69.0167416033654,31.3868851887408,-62.7737703774816,2.17622405934628,1,0.140157959845027,"layer_argmax_boost","n_keystrokes_len_norm","filteredCorrect","Llama-2-13b-hf",0.210236939767541
