"term","npar","AIC","BIC","logLik","deviance","statistic","df","p.value","iv","dv","data_subset","file_prefix","p_fdr"
"baseline_fit",34,26797.2293121758,26986.1833908307,-13364.6146560879,26729.2293121758,NA,NA,NA,"baseline","MAD","filteredCorrect","Llama-2-70b-hf",NA
"critical_fit",35,26797.5058455256,26992.0173970821,-13363.7529227628,26727.5058455256,1.72346665016084,1,0.189247421886187,"auc_entropy","MAD","filteredCorrect","Llama-2-70b-hf",0.582787282304834
"critical_fit",35,26797.7312686762,26992.2428202327,-13363.8656343381,26727.7312686762,1.49804349959231,1,0.220972647029312,"layer_biggest_change_entropy","MAD","filteredCorrect","Llama-2-70b-hf",0.582787282304834
"critical_fit",35,26798.5990787777,26993.1106303342,-13364.2995393889,26728.5990787777,0.630233398067503,1,0.427269714890682,"auc_rank_correct","MAD","filteredCorrect","Llama-2-70b-hf",0.582787282304834
"critical_fit",35,26799.1654883629,26993.6770399194,-13364.5827441814,26729.1654883629,0.0638238129213278,1,0.800551245118331,"layer_biggest_change_rank_correct","MAD","filteredCorrect","Llama-2-70b-hf",0.800551245118331
"critical_fit",35,26798.2398936534,26992.75144521,-13364.1199468267,26728.2398936534,0.989418522345659,1,0.319884534242737,"auc_logprob_correct","MAD","filteredCorrect","Llama-2-70b-hf",0.582787282304834
"critical_fit",35,26799.0497728512,26993.5613244077,-13364.5248864256,26729.0497728512,0.179539324599318,1,0.671769436919269,"layer_biggest_change_logprob_correct","MAD","filteredCorrect","Llama-2-70b-hf",0.800551245118331
"critical_fit",35,26798.0248677315,26992.536419288,-13364.0124338658,26728.0248677315,1.20444444428358,1,0.272435183188497,"auc_logprobdiff_pos","MAD","filteredCorrect","Llama-2-70b-hf",0.582787282304834
"critical_fit",35,26796.9081369592,26991.4196885158,-13363.4540684796,26726.9081369592,2.32117521654436,1,0.127623572229105,"auc_logprobdiff_neg","MAD","filteredCorrect","Llama-2-70b-hf",0.582787282304834
"critical_fit",35,26798.3730269656,26992.8845785221,-13364.1865134828,26728.3730269656,0.85628521021863,1,0.354780341389458,"layer_biggest_change_logprobdiff","MAD","filteredCorrect","Llama-2-70b-hf",0.582787282304834
"critical_fit",35,26798.6254032322,26993.1369547887,-13364.3127016161,26728.6254032322,0.603908943568968,1,0.437090461728625,"auc_boost_pos","MAD","filteredCorrect","Llama-2-70b-hf",0.582787282304834
"critical_fit",35,26799.1241699713,26993.6357215278,-13364.5620849856,26729.1241699713,0.105142204538424,1,0.745743935433785,"auc_boost_neg","MAD","filteredCorrect","Llama-2-70b-hf",0.800551245118331
"critical_fit",35,26798.3730269656,26992.8845785221,-13364.1865134828,26728.3730269656,0.856285210225906,1,0.354780341387413,"layer_argmax_boost","MAD","filteredCorrect","Llama-2-70b-hf",0.582787282304834
