"term","npar","AIC","BIC","logLik","deviance","statistic","df","p.value","iv","dv","data_subset","file_prefix","p_fdr"
"baseline_fit",34,1469.5479381926,1658.50201684751,-700.773969096302,1401.5479381926,NA,NA,NA,"baseline","RT","filteredCorrect","Llama-2-7b-hf",NA
"critical_fit",35,1454.95943889312,1649.47099044963,-692.479719446558,1384.95943889312,16.5884992994875,1,4.6431733220676e-05,"auc_entropy","RT","filteredCorrect","Llama-2-7b-hf",6.9647599831014e-05
"critical_fit",35,1456.64151943667,1651.15307099318,-693.320759718333,1386.64151943667,14.9064187559386,1,0.000112977923544159,"layer_biggest_change_entropy","RT","filteredCorrect","Llama-2-7b-hf",0.000150637231392211
"critical_fit",35,1448.97413422587,1643.48568578238,-689.487067112934,1378.97413422587,22.5738039667367,1,2.02223260603412e-06,"auc_rank_correct","RT","filteredCorrect","Llama-2-7b-hf",3.46668446748705e-06
"critical_fit",35,1438.46605227855,1632.97760383506,-684.233026139273,1368.46605227855,33.0818859140575,1,8.83580660206479e-09,"layer_biggest_change_rank_correct","RT","filteredCorrect","Llama-2-7b-hf",2.12059358449555e-08
"critical_fit",35,1447.1842611407,1641.69581269721,-688.592130570349,1377.1842611407,24.3636770519065,1,7.97584507853165e-07,"auc_logprob_correct","RT","filteredCorrect","Llama-2-7b-hf",1.59516901570633e-06
"critical_fit",35,1387.80499882309,1582.31655037961,-658.902499411546,1317.80499882309,83.7429393695124,1,5.63479457784073e-20,"layer_biggest_change_logprob_correct","RT","filteredCorrect","Llama-2-7b-hf",6.76175349340887e-19
"critical_fit",35,1426.66574119789,1621.17729275441,-678.332870598946,1356.66574119789,44.8821969947112,1,2.09251732418173e-11,"auc_logprobdiff_pos","RT","filteredCorrect","Llama-2-7b-hf",6.27755197254519e-11
"critical_fit",35,1460.44280357567,1654.95435513219,-695.221401787836,1390.44280357567,11.1051346169309,1,0.000860890401220737,"auc_logprobdiff_neg","RT","filteredCorrect","Llama-2-7b-hf",0.00103306848146488
"critical_fit",35,1470.62548529673,1665.13703685325,-700.312742648366,1400.62548529673,0.922452895872539,1,0.336831745096824,"layer_biggest_change_logprobdiff","RT","filteredCorrect","Llama-2-7b-hf",0.367211098296632
"critical_fit",35,1397.64971191058,1592.1612634671,-663.824855955292,1327.64971191058,73.89822628202,1,8.22501823630673e-18,"auc_boost_pos","RT","filteredCorrect","Llama-2-7b-hf",4.93501094178404e-17
"critical_fit",35,1424.63497494868,1619.1465265052,-677.31748747434,1354.63497494868,46.9129632439231,1,7.42102241977593e-12,"auc_boost_neg","RT","filteredCorrect","Llama-2-7b-hf",2.96840896791037e-11
"critical_fit",35,1470.73485780754,1665.24640936406,-700.367428903771,1400.73485780754,0.813080385061085,1,0.367211098296632,"layer_argmax_boost","RT","filteredCorrect","Llama-2-7b-hf",0.367211098296632
