"term","npar","AIC","BIC","logLik","deviance","statistic","df","p.value","iv","dv","data_subset","file_prefix","p_fdr"
"baseline_fit",33,841.403617636857,1027.08043444445,-387.701808818429,775.403617636857,NA,NA,NA,"baseline","response_correct","all_trials","Llama-2-13b-hf",NA
"critical_fit",34,842.363285698125,1033.66667271201,-387.181642849063,774.363285698125,1.04033193873158,1,0.307744284314125,"auc_entropy","response_correct","all_trials","Llama-2-13b-hf",0.33572103743359
"critical_fit",34,843.393439698928,1034.69682671281,-387.696719849464,775.393439698928,0.0101779379286882,1,0.91964114196134,"layer_biggest_change_entropy","response_correct","all_trials","Llama-2-13b-hf",0.91964114196134
"critical_fit",34,832.974516292822,1024.2779033067,-382.487258146411,764.974516292822,10.4291013440345,1,0.00124045085369542,"auc_rank_correct","response_correct","all_trials","Llama-2-13b-hf",0.00530284897048536
"critical_fit",34,833.627171440804,1024.93055845469,-382.813585720402,765.627171440804,9.77644619605337,1,0.00176761632349512,"layer_biggest_change_rank_correct","response_correct","all_trials","Llama-2-13b-hf",0.00530284897048536
"critical_fit",34,833.543924808915,1024.8473118228,-382.771962404457,765.543924808915,9.85969282794247,1,0.00168939310305779,"auc_logprob_correct","response_correct","all_trials","Llama-2-13b-hf",0.00530284897048536
"critical_fit",34,834.836862510097,1026.14024952398,-383.418431255048,766.836862510097,8.5667551267602,1,0.00342356775669554,"layer_biggest_change_logprob_correct","response_correct","all_trials","Llama-2-13b-hf",0.0075955293125389
"critical_fit",34,833.507271041783,1024.81065805567,-382.753635520892,765.507271041783,9.89634659507396,1,0.00165607221966085,"auc_logprobdiff_pos","response_correct","all_trials","Llama-2-13b-hf",0.00530284897048536
"critical_fit",34,836.761318060092,1028.06470507397,-384.380659030046,768.761318060092,6.64229957676537,1,0.00995853083558061,"auc_logprobdiff_neg","response_correct","all_trials","Llama-2-13b-hf",0.0149377962533709
"critical_fit",34,839.056824088742,1030.36021110262,-385.528412044371,771.056824088742,4.34679354811522,1,0.0370786935714897,"layer_biggest_change_logprobdiff","response_correct","all_trials","Llama-2-13b-hf",0.0494382580953196
"critical_fit",34,835.025552261351,1026.32893927523,-383.512776130676,767.025552261351,8.37806537550568,1,0.00379776465626945,"auc_boost_pos","response_correct","all_trials","Llama-2-13b-hf",0.0075955293125389
"critical_fit",34,841.506594002785,1032.80998101667,-386.753297001392,773.506594002785,1.89702363407241,1,0.168411847765436,"auc_boost_neg","response_correct","all_trials","Llama-2-13b-hf",0.202094217318523
"critical_fit",34,836.738255969418,1028.0416429833,-384.369127984709,768.738255969418,6.6653616674389,1,0.00983047033313976,"layer_argmax_boost","response_correct","all_trials","Llama-2-13b-hf",0.0149377962533709
