"term","npar","AIC","BIC","logLik","deviance","statistic","df","p.value","iv","dv","data_subset","file_prefix","p_fdr"
"baseline_fit",18,884.995113290873,964.584314111391,-424.497556645437,848.995113290873,NA,NA,NA,"baseline","rt","filteredCorrect","Llama-2-7b-hf",NA
"critical_fit",19,881.582747246324,965.593570334648,-421.791373623162,843.582747246324,5.41236604454912,1,0.0199945976462021,"auc_entropy","rt","filteredCorrect","Llama-2-7b-hf",0.199945976462021
"critical_fit",19,886.978187870655,970.989010958978,-424.489093935327,848.978187870655,0.016925420218854,1,0.896489103417453,"auc_rank_correct","rt","filteredCorrect","Llama-2-7b-hf",0.896489103417453
"critical_fit",19,883.468377880642,967.479200968966,-422.734188940321,845.468377880642,3.52673541023091,1,0.0603865772512427,"layer_biggest_change_rank_correct","rt","filteredCorrect","Llama-2-7b-hf",0.301932886256213
"critical_fit",19,886.577854955688,970.588678044012,-424.288927477844,848.577854955688,0.417258335185238,1,0.518308261590577,"auc_logprob_correct","rt","filteredCorrect","Llama-2-7b-hf",0.863847102650962
"critical_fit",19,886.813328353891,970.824151442215,-424.406664176945,848.813328353891,0.181784936982467,1,0.669843760176582,"layer_biggest_change_logprob_correct","rt","filteredCorrect","Llama-2-7b-hf",0.896489103417453
"critical_fit",19,886.045487805693,970.056310894017,-424.022743902847,848.045487805693,0.949625485180377,1,0.329814645154,"auc_logprobdiff_pos","rt","filteredCorrect","Llama-2-7b-hf",0.824536612885001
"critical_fit",19,886.974068682676,970.984891771,-424.487034341338,848.974068682676,0.0210446081975988,1,0.88465750011094,"auc_logprobdiff_neg","rt","filteredCorrect","Llama-2-7b-hf",0.896489103417453
"critical_fit",19,885.690160450688,969.700983539012,-423.845080225344,847.690160450688,1.30495284018548,1,0.253310508389163,"layer_biggest_change_logprobdiff","rt","filteredCorrect","Llama-2-7b-hf",0.824536612885001
"critical_fit",19,886.43087220121,970.441695289533,-424.215436100605,848.43087220121,0.564241089663824,1,0.452556472402145,"auc_boost_pos","rt","filteredCorrect","Llama-2-7b-hf",0.863847102650962
"critical_fit",19,886.956593436202,970.967416524526,-424.478296718101,848.956593436202,0.0385198546712218,1,0.844402945073295,"auc_boost_neg","rt","filteredCorrect","Llama-2-7b-hf",0.896489103417453
"critical_fit",18,884.995113290873,964.584314111391,-424.497556645437,848.995113290873,0,0,NA,"layer_argmax_boost","rt","filteredCorrect","Llama-2-7b-hf",NA
