"term","npar","AIC","BIC","logLik","deviance","statistic","df","p.value","iv","baseline_type","dv","data_subset","model","file_suffix"
"baseline_final_fit",17,2071.37039369077,2164.00196743402,-1018.68519684538,2037.37039369077,NA,NA,NA,"baseline_final","baseline_final","response_correct","all_trials","OLMo-2-1124-7B",NA
"critical_fit",18,2073.24062682527,2171.32111667107,-1018.62031341264,2037.24062682527,0.129766865492002,1,0.71867388327207,"auc_entropy","baseline_final","response_correct","all_trials","OLMo-2-1124-7B",NA
"baseline_midpoint_fit",17,2093.23700444907,2185.86857819232,-1029.61850222453,2059.23700444907,NA,NA,NA,"baseline_midpoint","baseline_midpoint","response_correct","all_trials","OLMo-2-1124-7B",NA
"critical_fit",18,2093.04398542958,2191.12447527538,-1028.52199271479,2057.04398542958,2.19301901948165,1,0.138637343535975,"auc_entropy","baseline_midpoint","response_correct","all_trials","OLMo-2-1124-7B",NA
"critical_fit",18,2072.38929817776,2170.46978802356,-1018.19464908888,2036.38929817776,0.98109551300513,1,0.321928491239779,"layer_biggest_change_entropy","baseline_final","response_correct","all_trials","OLMo-2-1124-7B",NA
"critical_fit",18,2093.07556725553,2191.15605710132,-1028.53778362776,2057.07556725553,2.16143719353977,1,0.141512276827338,"layer_biggest_change_entropy","baseline_midpoint","response_correct","all_trials","OLMo-2-1124-7B",NA
"critical_fit",18,2072.80039569488,2170.88088554068,-1018.40019784744,2036.80039569488,0.569997995884023,1,0.450259712765301,"auc_rank_correct","baseline_final","response_correct","all_trials","OLMo-2-1124-7B",NA
"critical_fit",18,2091.92932799118,2190.00981783698,-1027.96466399559,2055.92932799118,3.30767645788592,1,0.0689569277133021,"auc_rank_correct","baseline_midpoint","response_correct","all_trials","OLMo-2-1124-7B",NA
"critical_fit",18,2070.4826885968,2168.56317844259,-1017.2413442984,2034.4826885968,2.88770509396727,1,0.0892579846755679,"layer_biggest_change_rank_correct","baseline_final","response_correct","all_trials","OLMo-2-1124-7B",NA
"critical_fit",18,2084.89144704467,2182.97193689047,-1024.44572352234,2048.89144704467,10.3455574043955,1,0.00129786668839538,"layer_biggest_change_rank_correct","baseline_midpoint","response_correct","all_trials","OLMo-2-1124-7B",NA
"critical_fit",18,2073.36484497866,2171.44533482445,-1018.68242248933,2037.36484497866,0.00554871210761121,1,0.940620754224293,"auc_logprob_correct","baseline_final","response_correct","all_trials","OLMo-2-1124-7B",NA
"critical_fit",18,2094.27273323345,2192.35322307925,-1029.13636661673,2058.27273323345,0.964271215611916,1,0.326113089048976,"auc_logprob_correct","baseline_midpoint","response_correct","all_trials","OLMo-2-1124-7B",NA
"critical_fit",18,2071.67193147859,2169.75242132439,-1017.8359657393,2035.67193147859,1.69846221217335,1,0.192489209067057,"layer_biggest_change_logprob_correct","baseline_final","response_correct","all_trials","OLMo-2-1124-7B",NA
"critical_fit",18,2095.0992228928,2193.1797127386,-1029.5496114464,2059.0992228928,0.137781556261416,1,0.71049648209696,"layer_biggest_change_logprob_correct","baseline_midpoint","response_correct","all_trials","OLMo-2-1124-7B",NA
"critical_fit",18,2071.47331091168,2169.55380075747,-1017.73665545584,2035.47331091168,1.8970827790879,1,0.168405212648364,"auc_logprobdiff_pos","baseline_final","response_correct","all_trials","OLMo-2-1124-7B",NA
"critical_fit",18,2085.73881292873,2183.81930277452,-1024.86940646436,2049.73881292873,9.49819152033979,1,0.00205674516602218,"auc_logprobdiff_pos","baseline_midpoint","response_correct","all_trials","OLMo-2-1124-7B",NA
"critical_fit",18,2071.64352237975,2169.72401222554,-1017.82176118987,2035.64352237975,1.72687131101793,1,0.188810953708881,"auc_logprobdiff_neg","baseline_final","response_correct","all_trials","OLMo-2-1124-7B",NA
"critical_fit",18,2094.44508772967,2192.52557757546,-1029.22254386483,2058.44508772967,0.791916719397705,1,0.373521180233408,"auc_logprobdiff_neg","baseline_midpoint","response_correct","all_trials","OLMo-2-1124-7B",NA
"critical_fit",18,2073.36960392716,2171.45009377296,-1018.68480196358,2037.36960392716,0.000789763600096194,1,0.977580214344886,"layer_biggest_change_logprobdiff","baseline_final","response_correct","all_trials","OLMo-2-1124-7B",NA
