"term","npar","AIC","BIC","logLik","deviance","statistic","df","p.value","iv","baseline_type","dv","data_subset","model","file_suffix"
"baseline_final_fit",18,1424.32159092149,1524.35610315056,-694.160795460747,1388.32159092149,NA,NA,NA,"baseline_final","baseline_final","RT","filteredCorrect","Falcon3-3B-Base",NA
"critical_fit",19,1420.00397419395,1525.59595932463,-691.001987096973,1382.00397419395,6.31761672754692,1,0.0119544195283905,"auc_entropy","baseline_final","RT","filteredCorrect","Falcon3-3B-Base",NA
"baseline_midpoint_fit",19,1450.69552654723,1556.28751167791,-706.347763273615,1412.69552654723,NA,NA,NA,"baseline_midpoint","baseline_midpoint","RT","filteredCorrect","Falcon3-3B-Base",NA
"critical_fit",20,1404.1978327477,1515.34729077999,-682.098916373849,1364.1978327477,48.497693799532,1,3.30677522747509e-12,"auc_entropy","baseline_midpoint","RT","filteredCorrect","Falcon3-3B-Base",NA
"critical_fit",19,1424.35614785242,1529.9481329831,-693.178073926208,1386.35614785242,1.96544306907799,1,0.160932386364147,"layer_biggest_change_entropy","baseline_final","RT","filteredCorrect","Falcon3-3B-Base",NA
"critical_fit",20,1404.74281847961,1515.8922765119,-682.371409239805,1364.74281847961,47.9527080676207,1,4.36624616543737e-12,"layer_biggest_change_entropy","baseline_midpoint","RT","filteredCorrect","Falcon3-3B-Base",NA
"critical_fit",19,1409.86493033834,1515.45691546902,-685.932465169171,1371.86493033834,16.4566605831515,1,4.97749956184121e-05,"auc_rank_correct","baseline_final","RT","filteredCorrect","Falcon3-3B-Base",NA
"critical_fit",20,1446.34103094112,1557.49048897342,-703.170515470562,1406.34103094112,6.3544956061055,1,0.011708422589844,"auc_rank_correct","baseline_midpoint","RT","filteredCorrect","Falcon3-3B-Base",NA
"critical_fit",19,1390.75278330704,1496.34476843772,-676.37639165352,1352.75278330704,35.5688076144529,1,2.4619845611924e-09,"layer_biggest_change_rank_correct","baseline_final","RT","filteredCorrect","Falcon3-3B-Base",NA
"critical_fit",20,1410.83301686932,1521.98247490162,-685.41650843466,1370.83301686932,41.8625096779087,1,9.79222706184944e-11,"layer_biggest_change_rank_correct","baseline_midpoint","RT","filteredCorrect","Falcon3-3B-Base",NA
"critical_fit",19,1409.34576691375,1514.93775204443,-685.672883456873,1371.34576691375,16.9758240077479,1,3.78588334246121e-05,"auc_logprob_correct","baseline_final","RT","filteredCorrect","Falcon3-3B-Base",NA
"critical_fit",20,1450.83766749721,1561.98712552951,-705.418833748607,1410.83766749721,1.8578590500158,1,0.17287210006482,"auc_logprob_correct","baseline_midpoint","RT","filteredCorrect","Falcon3-3B-Base",NA
"critical_fit",19,1401.14701050456,1506.73899563524,-681.573505252279,1363.14701050456,25.1745804169357,1,5.23679073421822e-07,"layer_biggest_change_logprob_correct","baseline_final","RT","filteredCorrect","Falcon3-3B-Base",NA
"critical_fit",20,1439.70370727354,1550.85316530583,-699.851853636769,1399.70370727354,12.9918192736918,1,0.000312854846906876,"layer_biggest_change_logprob_correct","baseline_midpoint","RT","filteredCorrect","Falcon3-3B-Base",NA
"critical_fit",19,1422.16390045719,1527.75588558787,-692.081950228594,1384.16390045719,4.15769046430478,1,0.0414458803613014,"auc_logprobdiff_pos","baseline_final","RT","filteredCorrect","Falcon3-3B-Base",NA
"critical_fit",20,1440.49639930173,1551.64585733402,-700.248199650863,1400.49639930173,12.1991272455034,1,0.000478118787730224,"auc_logprobdiff_pos","baseline_midpoint","RT","filteredCorrect","Falcon3-3B-Base",NA
"critical_fit",19,1418.30462699739,1523.89661212807,-690.152313498696,1380.30462699739,8.0169639241019,1,0.00463411924445993,"auc_logprobdiff_neg","baseline_final","RT","filteredCorrect","Falcon3-3B-Base",NA
"critical_fit",20,1413.6167168547,1524.76617488699,-686.808358427349,1373.6167168547,39.0788096925326,1,4.07038029818895e-10,"auc_logprobdiff_neg","baseline_midpoint","RT","filteredCorrect","Falcon3-3B-Base",NA
"critical_fit",19,1426.03716895652,1531.6291540872,-694.01858447826,1388.03716895652,0.284421964972353,1,0.593817443406928,"layer_biggest_change_logprobdiff","baseline_final","RT","filteredCorrect","Falcon3-3B-Base",NA
"critical_fit",20,1447.88072814785,1559.03018618014,-703.940364073925,1407.88072814785,4.81479839938061,1,0.0282163721091203,"layer_biggest_change_logprobdiff","baseline_midpoint","RT","filteredCorrect","Falcon3-3B-Base",NA
"critical_fit",19,1420.26119177624,1525.85317690692,-691.13059588812,1382.26119177624,6.06039914525218,1,0.0138246434922638,"auc_boosting_pos","baseline_final","RT","filteredCorrect","Falcon3-3B-Base",NA
"critical_fit",20,1448.66814968411,1559.8176077164,-704.334074842054,1408.66814968411,4.02737686312139,1,0.0447674962856851,"auc_boosting_pos","baseline_midpoint","RT","filteredCorrect","Falcon3-3B-Base",NA
