"subject_nr","correct","Typicality","group","Exemplar","MAD","AUC","RT","acc_max_time","xpos_flips"
1020,1,"Typical","click","Alligator",89.1727536739877,60479.5,1558,1070,0
1020,1,"Typical","click","Chamaeleon",74.2790001640796,-12357,1493,940,0
1020,1,"Typical","click","Falke",213.435275704427,148627,1381,1060,3
1020,1,"Typical","click","Goldfisch",32.4804896830252,620.5,1550,1028,1
1020,1,"Typical","click","Hai",-109.56088838357,-78541,1365,860,0
1020,1,"Typical","click","Hund",111.772089539384,68409,1141,620,1
1020,1,"Typical","click","Kaninchen",46.5431880113609,39819,1742,1260,1
1020,1,"Typical","click","Katze",137.567993403221,60609.5,1717,1100,0
1020,1,"Typical","click","Klapperschlange",98.9884589697056,55965,1493,860,0
1020,1,"Typical","click","Lachs",286.850091518875,127466.5,1301,780,3
1020,1,"Typical","click","Loewe",46.9776175611763,25269,1005,660,1
1020,1,"Typical","click","Pferd",247.395135576025,161749.5,1093,740,1
1020,1,"Typical","click","Spatz",155.778617548361,117896,1157,820,1
1020,1,"Atypical","click","Aal",-64.2464022060024,-29731,1374,950,0
1020,1,"Atypical","click","Pinguin",47.5567469910704,20250,2277,700,1
1020,1,"Atypical","click","Schmetterling",37.4141394152998,3904,1478,630,2
1020,1,"Atypical","click","Seeloewe",874.621655247242,277969,2366,1630,3
1021,0,"Typical","touch","Falke",27.2902786754104,16082.5,860,820,0
1021,1,"Typical","touch","Alligator",-35.5804835464079,-16413,1000,900,0
1021,1,"Typical","touch","Chamaeleon",114.268327194947,65321.5,830,660,0
1021,1,"Typical","touch","Goldfisch",-20.3808507445768,-2126,670,620,0
1021,1,"Typical","touch","Hai",68.610402722263,34321,1250,1230,1
1021,1,"Typical","touch","Hund",-30.2402516633444,-12462.5,670,660,0
1021,1,"Typical","touch","Kaninchen",30.950944428734,20197.5,711,621,0
1021,1,"Typical","touch","Katze",22.6071248495817,14318,810,740,0
1021,1,"Typical","touch","Klapperschlange",78.8170824670086,43510,1325,1125,0
1021,1,"Typical","touch","Lachs",49.1583780892023,37102.5,850,780,0
1021,1,"Typical","touch","Loewe",34.8826095286464,17213.5,860,750,0
1021,1,"Typical","touch","Pferd",66.6674172833414,47306,700,630,0
1021,1,"Typical","touch","Spatz",215.44376799809,111016,1090,980,1
1021,1,"Atypical","touch","Aal",22.6802481979721,18183.5,650,620,0
1021,1,"Atypical","touch","Fledermaus",-21.5033732090344,-3588.5,1210,1100,0
