term,npar,AIC,BIC,logLik,deviance,statistic,df,p.value,iv,dv,data_subset,file_prefix,p_fdr,model,AIC_diff_baseline,BIC_diff_baseline,metric_group,is_control,metric_quantity_type,task,dataset,p_fdr_sig
critical_fit,19,-26.9493479220553,66.8411640587916,32.4746739610277,-64.9493479220553,0.152960774362228,1.0,0.695721842401045,layer_biggest_change_logprob_correct,n_keystrokes_len_norm,filteredCorrect,Llama-2-7b-hf,1.0,Llama-2-7b-hf,-1.8470392256378005,-6.783381961471804,Confidence,False,MaxDeltaLayer,capitals-recall,,False
critical_fit,19,-26.9626801353099,66.8278318455371,32.4813400676549,-64.9626801353099,0.166292987616771,1.0,0.683427582626196,auc_logprobdiff_pos,n_keystrokes_len_norm,filteredCorrect,Llama-2-7b-hf,1.0,Llama-2-7b-hf,-1.8337070123832007,-6.770049748217303,Relative confidence,False,AUC,capitals-recall,,False
critical_fit,19,-27.0982618806501,66.6922501001968,32.549130940325,-65.0982618806501,0.301874732957003,1.0,0.582709511682246,auc_entropy,n_keystrokes_len_norm,filteredCorrect,Llama-2-7b-hf,1.0,Llama-2-7b-hf,-1.6981252670430003,-6.634468002877,Uncertainty,False,AUC,capitals-recall,,False
critical_fit,19,-27.0997963143327,66.6907156665142,32.5498981571664,-65.0997963143327,0.303409166639668,1.0,0.581753031025793,auc_boost_pos,n_keystrokes_len_norm,filteredCorrect,Llama-2-7b-hf,1.0,Llama-2-7b-hf,-1.6965908333603998,-6.6329335691943925,Boosting,False,AUC,capitals-recall,,False
critical_fit,19,-27.532844850579,66.2576671302679,32.7664224252895,-65.532844850579,0.736457702885929,1.0,0.390797970388681,auc_rank_correct,n_keystrokes_len_norm,filteredCorrect,Llama-2-7b-hf,1.0,Llama-2-7b-hf,-1.2635422971140997,-6.199885032948103,Confidence,False,AUC,capitals-recall,,False
critical_fit,19,-28.3131602053305,65.4773517755165,33.1565801026652,-66.3131602053305,1.51677305763739,1.0,0.218108479700563,layer_biggest_change_rank_correct,n_keystrokes_len_norm,filteredCorrect,Llama-2-7b-hf,1.0,Llama-2-7b-hf,-0.4832269423625988,-5.419569678196694,Confidence,False,MaxDeltaLayer,capitals-recall,,False
critical_fit,19,-30.5993200411801,63.1911919396668,34.29966002059,-68.5993200411801,3.80293289348701,1.0,0.0511628910257088,layer_argmax_boost,n_keystrokes_len_norm,filteredCorrect,Llama-2-7b-hf,0.7239664225309088,Llama-2-7b-hf,1.8029328934870001,-3.1334098423469996,Boosting,False,MaxDeltaLayer,capitals-recall,,False
critical_fit,19,-34.4483440984433,59.3421678824036,36.2241720492217,-72.4483440984433,7.65195695075025,1.0,0.0056710769316525,layer_biggest_change_logprobdiff,n_keystrokes_len_norm,filteredCorrect,Llama-2-7b-hf,0.11479185285487696,Llama-2-7b-hf,5.6519569507502005,0.7156142149162008,Relative confidence,False,MaxDeltaLayer,capitals-recall,,False
baseline_fit,18,-28.7963871476931,60.0577820973198,32.3981935738465,-64.7963871476931,,,,baseline,n_keystrokes_len_norm,filteredCorrect,Llama-2-7b-hf,,Llama-2-7b-hf,0.0,0.0,Baseline,False,baseline,capitals-recall,,
critical_fit,18,2199.25804004349,2301.60069514571,-1081.62902002174,2163.25804004349,0.111090942207738,1.0,0.738905515732543,auc_entropy,response_correct_gpt4,all_trials,Llama-2-13b-hf,1.0,Llama-2-13b-hf,-1.8889090577899879,-7.574612119029553,Uncertainty,False,AUC,capitals-recall,,False
critical_fit,18,2199.22893308422,2301.57158818644,-1081.61446654211,2163.22893308422,0.14019790148086,1.0,0.708084350677271,auc_logprob_correct,response_correct_gpt4,all_trials,Llama-2-13b-hf,1.0,Llama-2-13b-hf,-1.8598020985200492,-7.545505159759614,Confidence,False,AUC,capitals-recall,,False
critical_fit,18,2199.05092356446,2301.39357866668,-1081.52546178223,2163.05092356446,0.318207421239094,1.0,0.572686915756938,layer_biggest_change_logprobdiff,response_correct_gpt4,all_trials,Llama-2-13b-hf,1.0,Llama-2-13b-hf,-1.681792578759996,-7.367495639999561,Relative confidence,False,MaxDeltaLayer,capitals-recall,,False
critical_fit,18,2198.90972303693,2301.25237813916,-1081.45486151847,2162.90972303693,0.459407948761964,1.0,0.497900799133582,layer_biggest_change_rank_correct,response_correct_gpt4,all_trials,Llama-2-13b-hf,1.0,Llama-2-13b-hf,-1.5405920512298508,-7.226295112479875,Confidence,False,MaxDeltaLayer,capitals-recall,,False
critical_fit,18,2198.84140588583,2301.18406098805,-1081.42070294292,2162.84140588583,0.527725099863801,1.0,0.467564848025558,layer_biggest_change_entropy,response_correct_gpt4,all_trials,Llama-2-13b-hf,1.0,Llama-2-13b-hf,-1.4722749001302873,-7.157977961369852,Uncertainty,False,MaxDeltaLayer,capitals-recall,,False
critical_fit,18,2198.81285386057,2301.1555089628,-1081.40642693029,2162.81285386057,0.556277125122051,1.0,0.455764146633075,auc_boost_pos,response_correct_gpt4,all_trials,Llama-2-13b-hf,1.0,Llama-2-13b-hf,-1.4437228748702182,-7.129425936119787,Boosting,False,AUC,capitals-recall,,False
critical_fit,18,2197.85685697266,2300.19951207488,-1080.92842848633,2161.85685697266,1.51227401303368,1.0,0.218792419814745,auc_rank_correct,response_correct_gpt4,all_trials,Llama-2-13b-hf,1.0,Llama-2-13b-hf,-0.4877259869599584,-6.173429048199978,Confidence,False,AUC,capitals-recall,,False
critical_fit,18,2197.77267734312,2300.11533244534,-1080.88633867156,2161.77267734312,1.59645364257403,1.0,0.206406506192665,auc_boost_neg,response_correct_gpt4,all_trials,Llama-2-13b-hf,1.0,Llama-2-13b-hf,-0.40354635742005485,-6.0892494186596196,Boosting,False,AUC,capitals-recall,,False
critical_fit,18,2197.60841050615,2299.95106560837,-1080.80420525307,2161.60841050615,1.7607204795504,1.0,0.184534674828232,layer_argmax_boost,response_correct_gpt4,all_trials,Llama-2-13b-hf,1.0,Llama-2-13b-hf,-0.2392795204500544,-5.924982581689619,Boosting,False,MaxDeltaLayer,capitals-recall,,False
critical_fit,18,2197.24874386958,2299.5913989718,-1080.62437193479,2161.24874386958,2.12038711611558,1.0,0.145349801578289,auc_logprobdiff_pos,response_correct_gpt4,all_trials,Llama-2-13b-hf,1.0,Llama-2-13b-hf,0.12038711612012776,-5.565315945119892,Relative confidence,False,AUC,capitals-recall,,False
critical_fit,18,2193.99233798613,2296.33499308835,-1078.99616899306,2157.99233798613,5.37679299957153,1.0,0.0204063562527368,auc_logprobdiff_neg,response_correct_gpt4,all_trials,Llama-2-13b-hf,0.3463759539217823,Llama-2-13b-hf,3.376792999569716,-2.308910061669849,Relative confidence,False,AUC,capitals-recall,,False
critical_fit,18,2190.72749961877,2293.070154721,-1077.36374980939,2154.72749961877,8.64163136692332,1.0,0.0032856708645912,layer_biggest_change_logprob_correct,response_correct_gpt4,all_trials,Llama-2-13b-hf,0.07147628009710634,Llama-2-13b-hf,6.641631366930142,0.9559283056801178,Confidence,False,MaxDeltaLayer,capitals-recall,,False
baseline_fit,17,2197.3691309857,2294.02608302668,-1081.68456549285,2163.3691309857,,,,baseline,response_correct_gpt4,all_trials,Llama-2-13b-hf,,Llama-2-13b-hf,0.0,0.0,Baseline,False,baseline,capitals-recall,,
critical_fit,13,2232.89424776204,2306.80838755809,-1103.44712388102,2206.89424776204,2.69394704446313e-05,1.0,0.99585873865382,layer_biggest_change_logprob_correct,response_correct_gpt4,all_trials,Llama-2-70b-hf,1.0,Llama-2-70b-hf,-1.9999730605300101,-7.68567612177003,Confidence,False,MaxDeltaLayer,capitals-recall,,False
critical_fit,13,2232.88152327354,2306.79566306959,-1103.44076163677,2206.88152327354,0.012751427963849,1.0,0.910092219308585,layer_biggest_change_entropy,response_correct_gpt4,all_trials,Llama-2-70b-hf,1.0,Llama-2-70b-hf,-1.9872485720302393,-7.672951633269804,Uncertainty,False,MaxDeltaLayer,capitals-recall,,False
critical_fit,13,2232.52350813742,2306.43764793347,-1103.26175406871,2206.52350813742,0.370766564084533,1.0,0.542586721287327,layer_biggest_change_logprobdiff,response_correct_gpt4,all_trials,Llama-2-70b-hf,1.0,Llama-2-70b-hf,-1.6292334359100096,-7.314936497150029,Relative confidence,False,MaxDeltaLayer,capitals-recall,,False
critical_fit,13,2231.22137528491,2305.13551508095,-1102.61068764245,2205.22137528491,1.67289941660056,1.0,0.195870631173458,auc_logprob_correct,response_correct_gpt4,all_trials,Llama-2-70b-hf,1.0,Llama-2-70b-hf,-0.32710058340035175,-6.012803644629912,Confidence,False,AUC,capitals-recall,,False
critical_fit,13,2230.56743887807,2304.48157867411,-1102.28371943903,2204.56743887807,2.32683582344089,1.0,0.127160121629966,auc_logprobdiff_pos,response_correct_gpt4,all_trials,Llama-2-70b-hf,1.0,Llama-2-70b-hf,0.3268358234399784,-5.358867237790037,Relative confidence,False,AUC,capitals-recall,,False
critical_fit,13,2230.26394439781,2304.17808419386,-1102.1319721989,2204.26394439781,2.63033030369934,1.0,0.104839901267147,auc_entropy,response_correct_gpt4,all_trials,Llama-2-70b-hf,1.0,Llama-2-70b-hf,0.6303303036997931,-5.0553727575397716,Uncertainty,False,AUC,capitals-recall,,False
critical_fit,13,2228.7001482667,2302.61428806275,-1101.35007413335,2202.7001482667,4.19412643480428,1.0,0.0405642473558856,layer_biggest_change_rank_correct,response_correct_gpt4,all_trials,Llama-2-70b-hf,0.6056930526294297,Llama-2-70b-hf,2.194126434809732,-3.4915766264298327,Confidence,False,MaxDeltaLayer,capitals-recall,,False
critical_fit,13,2228.66005440602,2302.57419420207,-1101.33002720301,2202.66005440602,4.23422029548738,1.0,0.0396168163864753,layer_argmax_boost,response_correct_gpt4,all_trials,Llama-2-70b-hf,0.5938890580426524,Llama-2-70b-hf,2.2342202954896493,-3.4514827657499154,Boosting,False,MaxDeltaLayer,capitals-recall,,False
critical_fit,13,2228.3974977766,2302.31163757265,-1101.1987488883,2202.3974977766,4.49677692490195,1.0,0.0339588033619705,auc_logprobdiff_neg,response_correct_gpt4,all_trials,Llama-2-70b-hf,0.5278864886239419,Llama-2-70b-hf,2.496776924909682,-3.188926136329883,Relative confidence,False,AUC,capitals-recall,,False
critical_fit,13,2228.35054282115,2302.2646826172,-1101.17527141057,2202.35054282115,4.54373188035788,1.0,0.0330394866830102,auc_rank_correct,response_correct_gpt4,all_trials,Llama-2-70b-hf,0.515713715836408,Llama-2-70b-hf,2.543731880359701,-3.141971180879864,Confidence,False,AUC,capitals-recall,,False
critical_fit,13,2227.87449449421,2301.78863429026,-1100.93724724711,2201.87449449421,5.01978020729302,1.0,0.0250593497164628,auc_boost_neg,response_correct_gpt4,all_trials,Llama-2-70b-hf,0.41062458757890213,Llama-2-70b-hf,3.0197802072998456,-2.665922853939719,Boosting,False,AUC,capitals-recall,,False
critical_fit,13,2226.10081947536,2300.01495927141,-1100.05040973768,2200.10081947536,6.79345522614813,1.0,0.0091492656292546,auc_boost_pos,response_correct_gpt4,all_trials,Llama-2-70b-hf,0.17645244568702753,Llama-2-70b-hf,4.793455226149945,-0.8922478350900747,Boosting,False,AUC,capitals-recall,,False
baseline_fit,12,2230.89427470151,2299.12271143632,-1103.44713735075,2206.89427470151,,,,baseline,response_correct_gpt4,all_trials,Llama-2-70b-hf,,Llama-2-70b-hf,0.0,0.0,Baseline,False,baseline,capitals-recall,,
critical_fit,18,2283.00742018281,2385.35007528503,-1123.5037100914,2247.00742018281,0.126734658694659,1.0,0.721841975991261,auc_boost_pos,response_correct_gpt4,all_trials,Llama-2-7b-hf,1.0,Llama-2-7b-hf,-1.8732653413103435,-7.558968402539904,Boosting,False,AUC,capitals-recall,,False
critical_fit,18,2282.94470470643,2385.28735980865,-1123.47235235321,2246.94470470643,0.189450135075276,1.0,0.663374659808984,auc_entropy,response_correct_gpt4,all_trials,Llama-2-7b-hf,1.0,Llama-2-7b-hf,-1.8105498649301808,-7.496252926159741,Uncertainty,False,AUC,capitals-recall,,False
critical_fit,18,2281.55148511649,2383.89414021871,-1122.77574255824,2245.55148511649,1.58266972501451,1.0,0.208376559907041,auc_logprobdiff_pos,response_correct_gpt4,all_trials,Llama-2-7b-hf,1.0,Llama-2-7b-hf,-0.41733027499003583,-6.103033336220051,Relative confidence,False,AUC,capitals-recall,,False
critical_fit,18,2278.28810439961,2380.63075950183,-1121.1440521998,2242.28810439961,4.84605044189766,1.0,0.0277095106061484,layer_biggest_change_logprobdiff,response_correct_gpt4,all_trials,Llama-2-7b-hf,0.44162370321927036,Llama-2-7b-hf,2.846050441889929,-2.839652619340086,Relative confidence,False,MaxDeltaLayer,capitals-recall,,False
critical_fit,18,2277.77046717047,2380.1131222727,-1120.88523358524,2241.77046717047,5.36368767102977,1.0,0.0205602529829814,layer_argmax_boost,response_correct_gpt4,all_trials,Llama-2-7b-hf,0.34743020245799366,Llama-2-7b-hf,3.3636876710297656,-2.322015390209799,Boosting,False,MaxDeltaLayer,capitals-recall,,False
critical_fit,18,2274.71235082066,2377.05500592288,-1119.35617541033,2238.71235082066,8.42180402084659,1.0,0.0037074775200186,auc_logprobdiff_neg,response_correct_gpt4,all_trials,Llama-2-7b-hf,0.07950985295938383,Llama-2-7b-hf,6.421804020839772,0.7361009596102122,Relative confidence,False,AUC,capitals-recall,,False
critical_fit,18,2272.9834084033,2375.32606350552,-1118.49170420165,2236.9834084033,10.150746438203,1.0,0.0014424282579151,auc_boost_neg,response_correct_gpt4,all_trials,Llama-2-7b-hf,0.03511162763672511,Llama-2-7b-hf,8.150746438199803,2.465043376970243,Boosting,False,AUC,capitals-recall,,True
critical_fit,18,2272.76977215419,2375.11242725641,-1118.38488607709,2236.76977215419,10.3643826873144,1.0,0.0012846985028808,auc_logprob_correct,response_correct_gpt4,all_trials,Llama-2-7b-hf,0.0319922484392294,Llama-2-7b-hf,8.364382687309899,2.6786796260803385,Confidence,False,AUC,capitals-recall,,True
critical_fit,18,2270.3900914044,2372.73274650663,-1117.1950457022,2234.3900914044,12.7440634370992,1.0,0.000357140932819,layer_biggest_change_rank_correct,response_correct_gpt4,all_trials,Llama-2-7b-hf,0.010561285735228385,Llama-2-7b-hf,10.744063437099612,5.0583603758600475,Confidence,False,MaxDeltaLayer,capitals-recall,,True
critical_fit,18,2269.54749052697,2371.89014562919,-1116.77374526348,2233.54749052697,13.5866643145382,1.0,0.0002277980596005,auc_rank_correct,response_correct_gpt4,all_trials,Llama-2-7b-hf,0.007185482036294066,Llama-2-7b-hf,11.586664314530026,5.900961253300011,Confidence,False,AUC,capitals-recall,,True
critical_fit,18,2266.80230633702,2369.14496143924,-1115.40115316851,2230.80230633702,16.3318485044824,1.0,5.31629188286494e-05,layer_biggest_change_logprob_correct,response_correct_gpt4,all_trials,Llama-2-7b-hf,0.001982576292327817,Llama-2-7b-hf,14.331848504479694,8.646145443250134,Confidence,False,MaxDeltaLayer,capitals-recall,,True
critical_fit,18,2263.08540578229,2365.42806088452,-1113.54270289115,2227.08540578229,20.0487490592091,1.0,7.54928985737034e-06,layer_biggest_change_entropy,response_correct_gpt4,all_trials,Llama-2-7b-hf,0.0003381711273066369,Llama-2-7b-hf,18.048749059209968,12.363045997969948,Uncertainty,False,MaxDeltaLayer,capitals-recall,,True
baseline_fit,17,2281.1341548415,2377.79110688249,-1123.56707742075,2247.1341548415,,,,baseline,response_correct_gpt4,all_trials,Llama-2-7b-hf,,Llama-2-7b-hf,0.0,0.0,Baseline,False,baseline,capitals-recall,,
critical_fit,18,2244.09092406418,2346.4335791664,-1104.04546203209,2208.09092406418,0.503763987185721,1.0,0.477850911321089,auc_boost_pos,response_correct_strict,all_trials,Llama-2-13b-hf,1.0,Llama-2-13b-hf,-1.496236012819736,-7.181939074049751,Boosting,False,AUC,capitals-recall,,False
critical_fit,18,2243.2673596693,2345.61001477152,-1103.63367983465,2207.2673596693,1.32732838206175,1.0,0.249281058032838,auc_boost_neg,response_correct_strict,all_trials,Llama-2-13b-hf,1.0,Llama-2-13b-hf,-0.6726716179396135,-6.358374679170083,Boosting,False,AUC,capitals-recall,,False
critical_fit,18,2241.03058748317,2343.37324258539,-1102.51529374158,2205.03058748317,3.56410056819686,1.0,0.0590417180504261,auc_entropy,response_correct_strict,all_trials,Llama-2-13b-hf,0.827717916644224,Llama-2-13b-hf,1.5641005681900424,-4.121602493039973,Uncertainty,False,AUC,capitals-recall,,False
critical_fit,18,2240.67905488747,2343.02170998969,-1102.33952744373,2204.67905488747,3.91563316389465,1.0,0.04783899172866,layer_biggest_change_entropy,response_correct_strict,all_trials,Llama-2-13b-hf,0.6898264517838811,Llama-2-13b-hf,1.9156331638901065,-3.7700698973399085,Uncertainty,False,MaxDeltaLayer,capitals-recall,,False
critical_fit,18,2240.18727583853,2342.52993094075,-1102.09363791926,2204.18727583853,4.40741221283315,1.0,0.0357830842538876,layer_biggest_change_rank_correct,response_correct_strict,all_trials,Llama-2-13b-hf,0.5505918740536424,Llama-2-13b-hf,2.4074122128304225,-3.2782908484000473,Confidence,False,MaxDeltaLayer,capitals-recall,,False
critical_fit,18,2240.1480400477,2342.49069514992,-1102.07402002385,2204.1480400477,4.44664800366127,1.0,0.034969823075246,auc_logprobdiff_neg,response_correct_strict,all_trials,Llama-2-13b-hf,0.5400271989540815,Llama-2-13b-hf,2.446648003660357,-3.2390550575701127,Relative confidence,False,AUC,capitals-recall,,False
critical_fit,18,2237.50974484515,2339.85239994737,-1100.75487242257,2201.50974484515,7.08494320621412,1.0,0.0077734282911315,layer_argmax_boost,response_correct_strict,all_trials,Llama-2-13b-hf,0.15206132165474107,Llama-2-13b-hf,5.084943206210028,-0.6007598550199873,Boosting,False,MaxDeltaLayer,capitals-recall,,False
critical_fit,18,2235.38488114337,2337.72753624559,-1099.69244057168,2199.38488114337,9.20980690799661,1.0,0.0024072208196998,layer_biggest_change_logprobdiff,response_correct_strict,all_trials,Llama-2-13b-hf,0.05439866642297715,Llama-2-13b-hf,7.209806907990242,1.5241038467602266,Relative confidence,False,MaxDeltaLayer,capitals-recall,,False
critical_fit,18,2233.69108815588,2336.0337432581,-1098.84554407794,2197.69108815588,10.9035998954832,1.0,0.0009597755541817,auc_logprob_correct,response_correct_strict,all_trials,Llama-2-13b-hf,0.024713797451688935,Llama-2-13b-hf,8.903599895480056,3.217896834250041,Confidence,False,AUC,capitals-recall,,True
critical_fit,18,2233.51802311292,2335.86067821514,-1098.75901155646,2197.51802311292,11.0766649384427,1.0,0.0008742089028752,auc_rank_correct,response_correct_strict,all_trials,Llama-2-13b-hf,0.02305953033481854,Llama-2-13b-hf,9.07666493843999,3.3909618772099748,Confidence,False,AUC,capitals-recall,,True
critical_fit,18,2227.99449250109,2330.33714760331,-1095.99724625054,2191.99449250109,16.6001955502734,1.0,4.614626314524e-05,auc_logprobdiff_pos,response_correct_strict,all_trials,Llama-2-13b-hf,0.0017554990191706431,Llama-2-13b-hf,14.6001955502702,8.914492489040185,Relative confidence,False,AUC,capitals-recall,,True
critical_fit,18,2213.95007098695,2316.29272608917,-1088.97503549347,2177.95007098695,30.6446170644153,1.0,3.09885128673961e-08,layer_biggest_change_logprob_correct,response_correct_strict,all_trials,Llama-2-13b-hf,2.113464150500471e-06,Llama-2-13b-hf,28.64461706441034,22.95891400317987,Confidence,False,MaxDeltaLayer,capitals-recall,,True
baseline_fit,17,2242.59468805136,2339.25164009235,-1104.29734402568,2208.59468805136,,,,baseline,response_correct_strict,all_trials,Llama-2-13b-hf,,Llama-2-13b-hf,0.0,0.0,Baseline,False,baseline,capitals-recall,,
critical_fit,13,2260.46080319601,2334.37494299206,-1117.230401598,2234.46080319601,0.0938782036446355,1.0,0.759303532675149,layer_biggest_change_entropy,response_correct_strict,all_trials,Llama-2-70b-hf,1.0,Llama-2-70b-hf,-1.9061217963603667,-7.591824857589927,Uncertainty,False,MaxDeltaLayer,capitals-recall,,False
critical_fit,13,2260.28922646278,2334.20336625883,-1117.14461323139,2234.28922646278,0.265454936876267,1.0,0.606397064924023,layer_biggest_change_logprob_correct,response_correct_strict,all_trials,Llama-2-70b-hf,1.0,Llama-2-70b-hf,-1.7345450631300992,-7.420248124360114,Confidence,False,MaxDeltaLayer,capitals-recall,,False
critical_fit,13,2259.76080504318,2333.67494483923,-1116.88040252159,2233.76080504318,0.793876356475721,1.0,0.372930568185856,auc_entropy,response_correct_strict,all_trials,Llama-2-70b-hf,1.0,Llama-2-70b-hf,-1.2061236435301907,-6.891826704760206,Uncertainty,False,AUC,capitals-recall,,False
critical_fit,13,2258.69590110073,2332.61004089678,-1116.34795055036,2232.69590110073,1.85878029892319,1.0,0.172765637270629,auc_boost_pos,response_correct_strict,all_trials,Llama-2-70b-hf,1.0,Llama-2-70b-hf,-0.1412197010804448,-5.826922762310005,Boosting,False,AUC,capitals-recall,,False
critical_fit,13,2257.7421522479,2331.65629204395,-1115.87107612395,2231.7421522479,2.81252915175128,1.0,0.0935308132815384,layer_biggest_change_logprobdiff,response_correct_strict,all_trials,Llama-2-70b-hf,1.0,Llama-2-70b-hf,0.8125291517499136,-4.873173909480101,Relative confidence,False,MaxDeltaLayer,capitals-recall,,False
critical_fit,13,2257.34693777934,2331.26107757539,-1115.67346888967,2231.34693777934,3.20774362031261,1.0,0.0732904896851661,auc_boost_neg,response_correct_strict,all_trials,Llama-2-70b-hf,0.9921474934674482,Llama-2-70b-hf,1.2077436203098841,-4.477959440920131,Boosting,False,AUC,capitals-recall,,False
critical_fit,13,2253.82676613107,2327.74090592712,-1113.91338306554,2227.82676613107,6.72791526858282,1.0,0.0094915469277342,auc_logprob_correct,response_correct_strict,all_trials,Llama-2-70b-hf,0.18053900994763702,Llama-2-70b-hf,4.727915268579636,-0.9577877926499241,Confidence,False,AUC,capitals-recall,,False
critical_fit,13,2253.5427979736,2327.45693776965,-1113.7713989868,2227.5427979736,7.01188342605155,1.0,0.0080970455669884,auc_logprobdiff_neg,response_correct_strict,all_trials,Llama-2-70b-hf,0.15798359311358456,Llama-2-70b-hf,5.011883426049735,-0.6738196351798251,Relative confidence,False,AUC,capitals-recall,,False
critical_fit,13,2250.36535266505,2324.27949246109,-1112.18267633252,2224.36535266505,10.1893287346074,1.0,0.001412557275129,layer_argmax_boost,response_correct_strict,all_trials,Llama-2-70b-hf,0.03471942139925348,Llama-2-70b-hf,8.189328734599712,2.5036256733801565,Boosting,False,MaxDeltaLayer,capitals-recall,,True
critical_fit,13,2249.29849937747,2323.21263917352,-1111.64924968873,2223.29849937747,11.256182022184,1.0,0.0007935827107296,auc_logprobdiff_pos,response_correct_strict,all_trials,Llama-2-70b-hf,0.021266758940163794,Llama-2-70b-hf,9.256182022179928,3.570478960949913,Relative confidence,False,AUC,capitals-recall,,True
critical_fit,13,2244.64318819526,2318.55732799131,-1109.32159409763,2218.64318819526,15.9114932043894,1.0,6.6374433858655e-05,layer_biggest_change_rank_correct,response_correct_strict,all_trials,Llama-2-70b-hf,0.0024246204919740784,Llama-2-70b-hf,13.911493204389899,8.225790143159884,Confidence,False,MaxDeltaLayer,capitals-recall,,True
critical_fit,13,2243.57949529418,2317.49363509023,-1108.78974764709,2217.57949529418,16.9751861054688,1.0,3.78715558169018e-05,auc_rank_correct,response_correct_strict,all_trials,Llama-2-70b-hf,0.001462763802789126,Llama-2-70b-hf,14.975186105469675,9.289483044240114,Confidence,False,AUC,capitals-recall,,True
baseline_fit,12,2258.55468139965,2326.78311813447,-1117.27734069983,2234.55468139965,,,,baseline,response_correct_strict,all_trials,Llama-2-70b-hf,,Llama-2-70b-hf,0.0,0.0,Baseline,False,baseline,capitals-recall,,
critical_fit,18,2317.87073612192,2420.21339122414,-1140.93536806096,2281.87073612192,0.135962756037316,1.0,0.712328031888155,auc_entropy,response_correct_strict,all_trials,Llama-2-7b-hf,1.0,Llama-2-7b-hf,-1.864037243959956,-7.549740305199975,Uncertainty,False,AUC,capitals-recall,,False
critical_fit,18,2317.79050639458,2420.1331614968,-1140.89525319729,2281.79050639458,0.216192483374016,1.0,0.641956496332538,auc_boost_pos,response_correct_strict,all_trials,Llama-2-7b-hf,1.0,Llama-2-7b-hf,-1.7838075166200724,-7.469510577859637,Boosting,False,AUC,capitals-recall,,False
critical_fit,18,2317.3201799944,2419.66283509662,-1140.6600899972,2281.3201799944,0.686518883560439,1.0,0.407350967340544,layer_biggest_change_logprobdiff,response_correct_strict,all_trials,Llama-2-7b-hf,1.0,Llama-2-7b-hf,-1.3134811164400162,-6.999184177679581,Relative confidence,False,MaxDeltaLayer,capitals-recall,,False
critical_fit,18,2316.24753476038,2418.5901898626,-1140.12376738019,2280.24753476038,1.75916411757407,1.0,0.18472881029435,auc_logprobdiff_pos,response_correct_strict,all_trials,Llama-2-7b-hf,1.0,Llama-2-7b-hf,-0.24083588242001497,-5.92653894365958,Relative confidence,False,AUC,capitals-recall,,False
critical_fit,18,2309.26279364329,2411.60544874551,-1136.63139682164,2273.26279364329,8.743905234669,1.0,0.0031063853816163,auc_boost_neg,response_correct_strict,all_trials,Llama-2-7b-hf,0.06836188360301744,Llama-2-7b-hf,6.74390523466991,1.0582021734303453,Boosting,False,AUC,capitals-recall,,False
critical_fit,18,2305.17816626483,2407.52082136705,-1134.58908313241,2269.17816626483,12.8285326131263,1.0,0.0003413733727986,auc_logprobdiff_neg,response_correct_strict,all_trials,Llama-2-7b-hf,0.010214714934708886,Llama-2-7b-hf,10.828532613129937,5.142829551890372,Relative confidence,False,AUC,capitals-recall,,True
critical_fit,18,2303.07900873451,2405.42166383673,-1133.53950436725,2267.07900873451,14.9276901434473,1.0,0.0001117112360588,layer_biggest_change_entropy,response_correct_strict,all_trials,Llama-2-7b-hf,0.003915256645198256,Llama-2-7b-hf,12.927690143450036,7.2419870822100165,Uncertainty,False,MaxDeltaLayer,capitals-recall,,True
critical_fit,18,2298.97333594818,2401.3159910504,-1131.48666797409,2262.97333594818,19.0333629297761,1.0,1.28452804943632e-05,layer_argmax_boost,response_correct_strict,all_trials,Llama-2-7b-hf,0.0005493984819104077,Llama-2-7b-hf,17.03336292977974,11.347659868540177,Boosting,False,MaxDeltaLayer,capitals-recall,,True
critical_fit,18,2290.02506015758,2392.3677152598,-1127.01253007879,2254.02506015758,27.9816387203805,1.0,1.22472036083969e-07,layer_biggest_change_logprob_correct,response_correct_strict,all_trials,Llama-2-7b-hf,7.477086108122801e-06,Llama-2-7b-hf,25.981638720380033,20.295935659140014,Confidence,False,MaxDeltaLayer,capitals-recall,,True
critical_fit,18,2281.47515293039,2383.81780803261,-1122.7375764652,2245.47515293039,36.5315459475628,1.0,1.50215390293973e-09,auc_logprob_correct,response_correct_strict,all_trials,Llama-2-7b-hf,1.209772494737667e-07,Llama-2-7b-hf,34.531545947570066,28.845842886330047,Confidence,False,AUC,capitals-recall,,True
critical_fit,18,2277.8711642139,2380.21381931612,-1120.93558210695,2241.8711642139,40.1355346640585,1.0,2.36939504061517e-10,layer_biggest_change_rank_correct,response_correct_strict,all_trials,Llama-2-7b-hf,2.1353807253773697e-08,Llama-2-7b-hf,38.13553466405983,32.44983160282027,Confidence,False,MaxDeltaLayer,capitals-recall,,True
critical_fit,18,2274.49967544767,2376.84233054989,-1119.24983772384,2238.49967544767,43.5070234302848,1.0,4.2244049097198296e-11,auc_rank_correct,response_correct_strict,all_trials,Llama-2-7b-hf,4.153287000932228e-09,Llama-2-7b-hf,41.50702343028979,35.82132036905023,Confidence,False,AUC,capitals-recall,,True
baseline_fit,17,2316.00669887796,2412.66365091894,-1141.00334943898,2282.00669887796,,,,baseline,response_correct_strict,all_trials,Llama-2-7b-hf,,Llama-2-7b-hf,0.0,0.0,Baseline,False,baseline,capitals-recall,,
